YearNum,STATE,NF,Classification,Forest,StateCode,ForestCode,latitude,longitude,Host 1000ha,Year,spb / trap / 14 d,Clerids/ trap/ 14 d,Spots,Spots/100km,%SPB
16,SC,,RD,Long Cane R.D.,,,,,,2001,15,204,53,,7
17,SC,,RD,Long Cane R.D.,,,,,,2002,767,182,737,,81
18,SC,,RD,Long Cane R.D.,,,,,,2003,10,344,3,,3
19,SC,,RD,Long Cane R.D.,,,,,,2004,559,610,0,,48
20,SC,,RD,Long Cane R.D.,,,,,,2005,672,471,0,,59
21,SC,,RD,Long Cane R.D.,,,,,,2006,137,596,0,,19
22,SC,,RD,Long Cane R.D.,,,,,,2007,941,294,11,,76
23,SC,,RD,Long Cane R.D.,,,,,,2008,143,274,0,,34
24,SC,,RD,Long Cane R.D.,,,,,,2009,29,386,0,,7
25,SC,,RD,Long Cane R.D.,,,,,,2010,140,302,,,32
12,SC,,CO,Berkeley Co.,,,,,,1997,,,127,,
13,SC,,CO,Berkeley Co.,,,,,,1998,3,,,,3
14,SC,,CO,Berkeley Co.,,,,,,1999,1,39,6,,11
15,SC,,CO,Berkeley Co.,,,,,,2000,8,132,6,,6
16,SC,,CO,Berkeley Co.,,,,,,2001,6,95,12,,5
17,SC,,CO,Berkeley Co.,,,,,,2002,13,56,371,,19
18,SC,,CO,Berkeley Co.,,,,,,2003,4,34,193,,12
19,SC,,CO,Berkeley Co.,,,,,,2004,1,92,0,,2
20,SC,,CO,Berkeley Co.,,,,,,2005,0,3,0,,9
21,SC,,CO,Berkeley Co.,,,,,,2006,0,3,48,,0
22,SC,,CO,Berkeley Co.,,,,,,2007,0,1,,,11
23,SC,,CO,Berkeley Co.,,,,,,2008,0,1,61,,0
24,SC,,CO,Berkeley Co.,,,,,,2009,0,1,,,0
15,SC,,CO,Lexington Co.,,,,,,2000,266,83,36,,76
16,SC,,CO,Lexington Co.,,,,,,2001,1002,204,216,,83
17,SC,,CO,Lexington Co.,,,,,,2002,512,56,1836,,90
18,SC,,CO,Lexington Co.,,,,,,2003,267,106,12,,71
19,SC,,CO,Lexington Co.,,,,,,2004,36,238,102,,13
20,SC,,CO,Lexington Co.,,,,,,2005,1,70,126,,2
21,SC,,CO,Lexington Co.,,,,,,2006,0,7,132,,5
22,SC,,CO,Lexington Co.,,,,,,2007,0,11,,,1
23,SC,,CO,Lexington Co.,,,,,,2008,1,8,65,,14
24,SC,,CO,Lexington Co.,,,,,,2009,28,99,0,,22
25,SC,,CO,Lexington Co.,,,,,,2010,60,63,,,49
12,SC,,CO,Beaufort Co.,,,,,,1997,,,106,,
13,SC,,CO,Beaufort Co.,,,,,,1998,4,,,,9
14,SC,,CO,Beaufort Co.,,,,,,1999,,,,,
15,SC,,CO,Beaufort Co.,,,,,,2000,,,0,,
16,SC,,CO,Beaufort Co.,,,,,,2001,3,6,0,,39
17,SC,,CO,Beaufort Co.,,,,,,2002,6,1,363,,76
18,SC,,CO,Beaufort Co.,,,,,,2003,11,13,53,,47
19,SC,,CO,Beaufort Co.,,,,,,2004,6,1,0,,77
20,SC,,CO,Beaufort Co.,,,,,,2005,6,3,6,,60
21,SC,,CO,Beaufort Co.,,,,,,2006,1,3,12,,14
22,SC,,CO,Beaufort Co.,,,,,,2007,1,1,,,40
23,SC,,CO,Beaufort Co.,,,,,,2008,0,1,5,,8
24,SC,,CO,Beaufort Co.,,,,,,2009,1,1,12,,13
25,SC,,CO,Beaufort Co.,,,,,,2010,1,4,,,24
12,SC,,CO,Charleston Co.,,,,,,1997,,,22,,
13,SC,,CO,Charleston Co.,,,,,,1998,6,,,,3
14,SC,,CO,Charleston Co.,,,,,,1999,,,,,
15,SC,,CO,Charleston Co.,,,,,,2000,,,6,,
16,SC,,CO,Charleston Co.,,,,,,2001,28,263,,,9
17,SC,,CO,Charleston Co.,,,,,,2002,24,129,169,,16
18,SC,,CO,Charleston Co.,,,,,,2003,4,48,69,,8
19,SC,,CO,Charleston Co.,,,,,,2004,10,22,0,,31
20,SC,,CO,Charleston Co.,,,,,,2005,11,35,6,,24
21,SC,,CO,Charleston Co.,,,,,,2006,4,17,60,,23
22,SC,,CO,Charleston Co.,,,,,,2007,1,7,,,17
23,SC,,CO,Charleston Co.,,,,,,2008,3,3,45,,53
24,SC,,CO,Charleston Co.,,,,,,2009,1,4,,,6
17,SC,,RD,Wambaw/Witherbee R.D.,,,,,,2002,108,186,0,,37
18,SC,,RD,Wambaw/Witherbee R.D.,,,,,,2003,7,85,0,,7
19,SC,,RD,Wambaw/Witherbee R.D.,,,,,,2004,7,79,0,,9
20,SC,,RD,Wambaw/Witherbee R.D.,,,,,,2005,19,29,1,,40
21,SC,,RD,Wambaw/Witherbee R.D.,,,,,,2006,15,25,0,,38
22,SC,,RD,Wambaw/Witherbee R.D.,,,,,,2007,637,10,0,,98
23,SC,,RD,Wambaw/Witherbee R.D.,,,,,,2008,,,0,,
24,SC,,RD,Wambaw/Witherbee R.D.,,,,,,2009,4,242,0,,2
25,SC,,RD,Wambaw/Witherbee R.D.,,,,,,2010,6,119,,,5
20,SC,,,Savannah River Nuclear Site,,,,,,2005,78,248,,,24
21,SC,,,Savannah River Nuclear Site,,,,,,2006,28,323,0,,8
22,SC,,,Savannah River Nuclear Site,,,,,,2007,109,101,0,,52
23,SC,,,Savannah River Nuclear Site,,,,,,2008,11,73,0,,13
24,SC,,,Savannah River Nuclear Site,,,,,,2009,7,125,0,,6
25,SC,,,Savannah River Nuclear Site,,,,,,2010,18,92,,,17
1,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,1986,,,206,168,
2,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,1987,315,83,379,309,
3,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,1988,66,223,184,150,
4,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,1989,,,,,
5,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,1990,,,,,
6,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,1991,0,7,1,1,
7,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,1992,1,6,1,1,
8,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,1993,3,69,0,0,
9,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,1994,0,25,1,1,
10,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,1995,8,76,0,0,
11,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,1996,97,238,2,2,
12,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,1997,1,44,60,49,3
13,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,1998,20,39,27,22,17
14,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,1999,36,59,26,21,38
15,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,2000,81,235,53,43,26
16,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,2001,10,273,2,2,4
17,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,2002,125,328,2,2,28
18,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,2003,22,48,2,2,33
19,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,2004,48,53,2,2,47
20,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,2005,,,2,2,
21,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,2006,112,77,6,5,59
22,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,2007,55,84,34,28,39
23,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,2008,81,329,0,0,25
24,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,2009,14,644,0,0,2
25,TN,,CO,CHESTER TN,0,0,35.46958,-88.63404,12.26,2010,0,80,,,0
1,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,1986,,,,,
2,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,1987,,,0,0,
3,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,1988,2,17,0,0,
4,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,1989,0,10,0,0,
5,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,1990,0,11,0,0,
6,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,1991,0,10,0,0,
7,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,1992,2,5,0,0,
8,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,1993,182,5,15,185,
9,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,1994,39,132,8,99,
10,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,1995,72,183,0,0,
11,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,1996,179,85,0,0,
12,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,1997,8,10,0,0,44
13,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,1998,36,1,0,0,99
14,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,1999,275,65,250,3089,81
15,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,2000,395,119,280,3459,76
16,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,2001,417,67,,,38
17,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,2002,669,699,0,0,49
18,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,2003,34,420,0,0,7
19,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,2004,8,515,0,0,2
20,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,2005,29,116,0,0,20
21,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,2006,10,31,0,0,24
22,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,2007,3,14,0,0,17
23,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,2008,0,11,0,0,6
24,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,2009,0,22,0,0,1
25,TN,CHEROKEE,RD,NOLICHUCKY RD,4,,36.00551,-82.84504,0.81,2010,13,7,,,66
1,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,1986,,,,,
2,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,1987,,,0,0,
3,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,1988,28,8,36,64,
4,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,1989,71,65,229,410,
5,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,1990,2,14,4,7,
6,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,1991,0,8,0,0,
7,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,1992,1,11,0,0,
8,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,1993,38,9,0,0,
9,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,1994,5,25,0,0,
10,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,1995,4,11,0,0,
11,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,1996,116,95,0,0,
12,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,1997,0,3,0,0,0
13,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,1998,0,1,0,0,0
14,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,1999,16,11,2,4,59
15,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,2000,561,24,230,412,96
16,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,2001,983,360,,,73
17,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,2002,468,483,0,0,50
18,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,2003,28,686,24,43,4
19,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,2004,6,749,0,0,1
20,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,2005,0,151,0,0,0
21,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,2006,0,171,0,0,0
22,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,2007,0,18,0,0,1
23,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,2008,0,55,0,0,0
24,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,2009,0,28,0,0,0
25,TN,CHEROKEE,RD,OCOEE RD,4,3,35.15378,-84.59118,5.58,2010,0,4,,,0
1,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,1986,,,,,
2,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,1987,,,,,
3,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,1988,,,,,
4,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,1989,,,,,
5,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,1990,,,,,
6,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,1991,,,,,
7,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,1992,,,7,8,
8,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,1993,7,9,20,23,
9,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,1994,1,12,10,11,
10,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,1995,1,16,0,0,
11,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,1996,0,11,0,0,
12,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,1997,1,6,0,0,12
13,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,1998,0,1,13,15,22
14,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,1999,361,83,78,89,81
15,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,2000,1316,21,431,493,98
16,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,2001,571,533,301,344,52
17,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,2002,45,379,205,235,11
18,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,2003,1,60,21,24,2
19,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,2004,0,143,4,5,0
20,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,2005,,,0,0,
21,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,2006,0,25,0,0,0
22,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,2007,0,1,0,0,0
23,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,2008,0,53,0,0,0
24,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,2009,0,59,0,0,0
25,TN,,CO,RHEA TN,0,0,35.62961,-84.95228,8.74,2010,0,53,,,0
14,TN,,CO,Scott Co.,,,,,,1999,,,212,,
15,TN,,CO,Scott Co.,,,,,,2000,1331,25,411,,98
16,TN,,CO,Scott Co.,,,,,,2001,0,6,208,,0
15,TN,,CO,Wayne Co.,,,,,,2000,,,187,,
16,TN,,CO,Wayne Co.,,,,,,2001,183,235,396,,44
17,TN,,CO,Wayne Co.,,,,,,2002,25,34,63,,43
18,TN,,CO,Wayne Co.,,,,,,2003,,,6,,
19,TN,,CO,Wayne Co.,,,,,,2004,0,18,0,,1
20,TN,,CO,Wayne Co.,,,,,,2005,,,0,,
21,TN,,CO,Wayne Co.,,,,,,2006,0,17,0,,1
22,TN,,CO,Wayne Co.,,,,,,2007,1,10,0,,5
23,TN,,CO,Wayne Co.,,,,,,2008,3,20,0,,11
24,TN,,CO,Wayne Co.,,,,,,2009,0,39,0,,1
25,TN,,CO,Wayne Co.,,,,,,2010,0,41,,,1
17,TN,,CO,Marion Co.,,,,,,2002,,,360,,
18,TN,,CO,Marion Co.,,,,,,2003,49,234,103,,17
19,TN,,CO,Marion Co.,,,,,,2004,0,347,21,,0
20,TN,,CO,Marion Co.,,,,,,2005,,,0,,
21,TN,,CO,Marion Co.,,,,,,2006,0,14,0,,0
22,TN,,CO,Marion Co.,,,,,,2007,0,3,0,,8
23,TN,,CO,Marion Co.,,,,,,2008,0,10,0,,0
24,TN,,CO,Marion Co.,,,,,,2009,0,3,0,,0
25,TN,,CO,Marion Co.,,,,,,2010,0,3,,,0
1,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,1986,,,168,52,
2,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,1987,217,416,13,4,
3,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,1988,42,242,43,13,
4,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,1989,40,261,517,159,
5,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,1990,469,817,196,60,
6,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,1991,65,321,435,134,
7,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,1992,285,533,673,207,
8,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,1993,94,206,853,262,
9,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,1994,82,484,165,51,
10,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,1995,51,441,52,16,
11,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,1996,83,303,58,18,
12,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,1997,343,792,183,56,30
13,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,1998,35,136,1,0,6
14,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,1999,0,33,0,0,0
15,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,2000,0,36,0,0,0
16,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,2001,0,119,0,0,0
17,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,2002,0,101,0,0,0
18,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,2003,0,71,0,0,0
19,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,2004,0,49,0,0,0
20,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,2005,0,31,0,0,0
21,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,2006,0,4,0,0,0
22,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,2007,0,161,0,0,0
23,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,2008,0,17,0,0,0
24,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,2009,0,25,0,0,0
25,TX,ANGELINA,RD,ANGELINA RD,13,1,31.22502,-94.20342,32.50,2010,0,202,,,0
1,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,1986,,,,,
2,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,1987,,,,,
3,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,1988,,,,,
4,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,1989,,,196,18,
5,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,1990,123,1010,55,5,
6,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,1991,141,582,48,4,
7,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,1992,,,226,21,
8,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,1993,267,707,86,8,
9,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,1994,41,787,0,0,
10,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,1995,42,272,0,0,
11,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,1996,38,188,9,1,
12,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,1997,130,596,7,1,18
13,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,1998,70,362,0,0,14
14,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,1999,0,57,0,0,0
15,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,2000,0,108,0,0,0
16,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,2001,0,85,0,0,0
17,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,2002,0,193,0,0,0
18,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,2003,0,84,0,0,0
19,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,2004,0,73,0,0,0
20,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,2005,0,43,0,0,0
21,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,2006,0,22,0,0,0
22,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,2007,0,162,0,0,0
23,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,2008,0,220,0,0,0
24,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,2009,0,22,0,0,0
25,TX,,CO,ANGELINA TX,0,0,31.31790,-94.65683,108.09,2010,0,193,,,0
1,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,1986,,,,,
2,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,1987,,,,,
3,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,1988,,,,,
4,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,1989,,,93,15,
5,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,1990,34,231,1,0,
6,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,1991,81,124,0,0,
7,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,1992,,,31,5,
8,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,1993,71,229,63,10,
9,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,1994,14,83,0,0,
10,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,1995,250,255,0,0,
11,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,1996,95,130,2,0,
12,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,1997,1,97,0,0,1
13,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,1998,0,177,0,0,0
14,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,1999,0,36,0,0,0
15,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,2000,0,111,0,0,0
16,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,2001,0,120,0,0,0
17,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,2002,0,252,0,0,0
18,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,2003,0,43,0,0,0
19,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,2004,0,189,0,0,0
20,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,2005,0,128,0,0,0
21,TX,,CO,CHEROKEE TX,0,0,31.96198,-95.27069,63.90,2006,0,63,0,0,0
1,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,1986,,,,,
2,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,1987,,,,,
3,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,1988,,,,,
4,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,1989,,,1696,582,
5,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,1990,88,691,485,166,
6,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,1991,21,434,194,67,
7,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,1992,190,906,656,225,
8,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,1993,124,551,403,138,
9,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,1994,20,257,25,9,
10,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,1995,24,291,52,18,
11,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,1996,117,235,12,4,
12,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,1997,2,260,0,0,1
13,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,1998,0,53,0,0,0
14,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,1999,0,27,,,0
15,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,2000,0,48,0,0,0
16,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,2001,0,290,0,0,0
17,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,2002,0,258,0,0,0
18,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,2003,0,95,0,0,0
19,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,2004,0,102,0,0,0
20,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,2005,0,37,0,0,0
21,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,2006,0,18,0,0,0
22,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,2007,0,127,0,0,0
23,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,2008,0,78,0,0,0
24,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,2009,0,203,0,0,0
25,TX,DAVY CROCKETT,NF,DAVY CROCKETT NF,13,,31.33969,-95.08756,29.14,2010,0,220,,,0
1,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,1986,,,,,
2,TX,,CO,HARDIN TX,0,0,30.37929,-94.34379,64.35,1987,,,,,
